longCent,latCent,state,county
-118.79199293677539,36.21812660115733,california,tulare
-119.95558905060214,38.028841354446776,california,tuolumne
-119.07152385983234,34.490145903831596,california,ventura
-121.90484135275912,38.691680432312,california,yolo
-121.35266050272976,39.2651100258539,california,yuba
-104.3365343627865,39.88028614187869,colorado,adams
-105.79975490699206,37.556901348413774,colorado,alamosa
-104.3394079824351,39.65267576203557,colorado,arapahoe
-107.03272857663178,37.18456622936,colorado,archuleta
-102.56398647022634,37.312685998279605,colorado,baca
-103.0792154435956,37.942983048023116,colorado,bent
-105.35422695977637,40.09364667333489,colorado,boulder
-105.05854218119939,39.96303869197847,colorado,broomfield
-106.2033264159508,38.74802139436637,colorado,chaffee
-102.61158994831591,38.82638964931318,colorado,cheyenne
-105.64678223198969,39.68706248211101,colorado,clear creek
-106.19238298938689,37.18870441426958,colorado,conejos
-105.43588780523825,37.27630646144451,colorado,costilla
-103.7831902688348,38.32291386331153,colorado,crowley
-105.37014727735706,38.10391569101782,colorado,custer
-107.87666537931801,38.84646747201783,colorado,delta
-104.87050583163165,39.761005391295434,colorado,denver
-108.50024509235645,37.75553540619159,colorado,dolores
-104.92502150410807,39.324893416460895,colorado,douglas
-106.69994126366247,39.620081244797355,colorado,eagle
-104.51745842878819,38.82498968883752,colorado,el paso
-104.13356135438568,39.28755238945608,colorado,elbert
-105.43980067108556,38.4673586839046,colorado,fremont
-107.90791810131766,39.59662684608099,colorado,garfield
-105.5256160986276,39.86089762013162,colorado,gilpin
-106.12166060352557,40.098267025471266,colorado,grand
-107.04109815033755,38.66187527839459,colorado,gunnison
-107.30257686521709,37.8283658687192,colorado,hinsdale
-104.96091388927445,37.68542184144965,colorado,huerfano
-106.35250904888166,40.66740757477217,colorado,jackson
-105.2485530609677,39.590530150017294,colorado,jefferson
-102.74480219816428,38.422123415579385,colorado,kiowa
-102.60703064858825,39.31065494630701,colorado,kit carson
-107.83829740872994,37.28274935341568,colorado,la plata
-106.35201201009195,39.193767612660764,colorado,lake
-105.46876225365371,40.67448521294995,colorado,larimer
-104.04977459509443,37.303202597430364,colorado,las animas
-103.51496521546277,38.990239180696534,colorado,lincoln
-103.10892385930754,40.730000823944906,colorado,logan
-108.46516535902407,39.01825676245426,colorado,mesa
-106.929579644593,37.66123803781424,colorado,mineral
-108.20345540920871,40.62238428939382,colorado,moffat
-108.60859408851489,37.34436472106937,colorado,montezuma
-108.27723652351366,38.395217666127046,colorado,montrose
-103.8052270546773,40.272355966776445,colorado,morgan
-103.71992324816891,37.89510404326943,colorado,otero
-107.77147168989575,38.15473079288606,colorado,ouray
-105.72003140285325,39.119458622683574,colorado,park
-102.3661025840723,40.59689024147374,colorado,phillips
-106.91707483749663,39.2125123934995,colorado,pitkin
-102.39778363206925,37.94586087611655,colorado,prowers
-104.50698765241755,38.16838451711933,colorado,pueblo
-108.21233292002555,39.98053803028581,colorado,rio blanco
-106.39107416505043,37.5726711255875,colorado,rio grande
-106.99466463915402,40.49306371016694,colorado,routt
-106.28138212506549,38.07254192786384,colorado,saguache
-107.67655201801436,37.75865387085512,colorado,san juan
-108.4147716880434,37.99977501012875,colorado,san miguel
-102.35897067430952,40.877772035956475,colorado,sedgwick
-106.12203805630728,39.62638226818206,colorado,summit
-105.15831316013148,38.87939896560473,colorado,teller
-103.19876956987558,39.9770259469435,colorado,washington
-104.38989973695303,40.56234574415938,colorado,weld
-102.4246162906506,40.00668563071423,colorado,yuma
-73.3923131416263,41.281332691412736,connecticut,fairfield
-72.73221879502067,41.804919268340875,connecticut,hartford
-73.25150548832926,41.7959424130396,connecticut,litchfield
-72.53260082040345,41.465610040329054,connecticut,middlesex
-72.92743105282533,41.41196641818797,connecticut,new haven
-72.09802641578389,41.48927969331981,connecticut,new london
-72.33707028799455,41.859161054746444,connecticut,tolland
-71.98253222491748,41.83421665602067,connecticut,windham
-75.5738764696064,39.087653978750915,delaware,kent
-75.65519124934278,39.58335752003142,delaware,new castle
-75.40668895656249,38.66573496056446,delaware,sussex
-82.35775099779934,29.669177932688786,florida,alachua
-82.28134255655529,30.32406664436688,florida,baker
-85.62432687929709,30.295327131974545,florida,bay
-82.17025207907972,29.942534180287257,florida,bradford
-80.75797736292499,28.177571963842578,florida,brevard
-80.49868693603263,26.142559979893893,florida,broward
-85.21358718501388,30.414668200884535,florida,calhoun
-81.89022705467661,26.904257900616855,florida,charlotte
-82.45738097599161,28.850250429776036,florida,citrus
-81.84542279979334,29.971574615526393,florida,clay
-81.3566753716462,26.114002012943867,florida,collier
-82.62115508359814,30.21276593686869,florida,columbia
-81.8480412249901,27.18256275448789,florida,de soto
-83.15632586000257,29.60918676210686,florida,dixie
-81.665833899398,30.315146952900157,florida,duval
-87.39657433243576,30.720976204874805,florida,escambia
-81.31543055941773,29.459954835801696,florida,flagler
-84.80046505147628,29.91230767553105,florida,franklin
-84.62046856319859,30.580105264338645,florida,gadsden
-82.8031177771396,29.723784078317458,florida,gilchrist
-81.21348091348854,26.94727769946604,florida,glades
-85.24715851672852,29.958497677187246,florida,gulf
-82.93538070139205,30.48728224211283,florida,hamilton
-81.81120596497391,27.490216682417383,florida,hardee
-81.1726025051527,26.53835390310629,florida,hendry
-82.4324998337003,28.555697558320755,florida,hernando
-81.33622799802674,27.34477901562067,florida,highlands
-82.30823575704957,27.928364250651413,florida,hillsborough
-85.82645707860382,30.88568029726684,florida,holmes
-80.61554725911755,27.683055929630612,florida,indian river
-85.22699975499714,30.799194687223785,florida,jackson
-83.88813553505706,30.439429246011283,florida,jefferson
-83.18194355585297,29.984933480330934,florida,lafayette
-81.69965559234676,28.75018417614807,florida,lake
-81.80314197876092,26.580108183112152,florida,lee
-84.27342715117821,30.460852224889514,florida,leon
-82.73255230351424,29.324147474022713,florida,levy
-84.89480631450381,30.249045833860702,florida,liberty
-83.45989062948173,30.440460677489835,florida,madison
-82.30352611361523,27.472353654676283,florida,manatee
-82.05455176007995,29.2032406000838,florida,marion
-80.38623140957993,27.07777032854403,florida,martin
-80.58750196059239,25.607894848486907,florida,miami-dade
-81.07024950971821,25.533934045344946,florida,monroe
-81.82363633864945,30.600424310469105,florida,nassau
-86.60279419623716,30.739889713317577,florida,okaloosa:main
-86.45131628766916,30.429165713642917,florida,okaloosa:spit
-80.89421811056388,27.428337856620974,florida,okeechobee
-81.30712545000041,28.501580520763408,florida,orange
-81.15003931520314,28.05709151571654,florida,osceola
-80.51301720160153,26.68903661373989,florida,palm beach
-82.39747098511202,28.309712468108756,florida,pasco
-82.73108940884242,27.94859888634931,florida,pinellas
-81.69746902257756,27.94356525849118,florida,polk
-81.74323328152752,29.599276238340718,florida,putnam
-87.0301389117869,30.745631418341823,florida,santa rosa
-82.35044075308654,27.177832903020526,florida,sarasota
-81.22082814719155,28.70280099331936,florida,seminole
-81.42856734340248,29.893778289875286,florida,st johns
-80.48022633799333,27.370425748627955,florida,st lucie
-82.07723730512141,28.69131589097457,florida,sumter
-82.98542972648175,30.18977207919404,florida,suwannee
-83.60089606280248,30.04932971673009,florida,taylor
-82.37031411752814,30.04162969446895,florida,union
-81.18945025377946,29.05247795886384,florida,volusia
-84.40945473136769,30.17558002397516,florida,wakulla
-86.17177882810401,30.67216875743743,florida,walton
-85.6836689401603,30.62671675508898,florida,washington
-82.31025776884066,31.744119578444366,georgia,appling
-82.90032432429632,31.2779968315837,georgia,atkinson
-82.47997428246215,31.543162472720635,georgia,bacon
-84.46534455324442,31.310185073126032,georgia,baker
-83.25406890939014,33.06896353661179,georgia,baldwin
-83.49414840863838,34.35258577941667,georgia,banks
-83.72180609157316,33.99139508127751,georgia,barrow
-84.85525286927412,34.22976581046318,georgia,bartow
-83.25474619711596,31.760626569636482,georgia,ben hill
-83.24322327441189,31.266961402321467,georgia,berrien
-83.71742693094936,32.8137590829473,georgia,bibb
-83.35841505689737,32.435525222625266,georgia,bleckley
-81.99989521294997,31.19216796061532,georgia,brantley
-83.60014412603972,30.83790577401238,georgia,brooks
-81.44874908720539,32.01987070300402,georgia,bryan
-81.74823364745188,32.402520081356414,georgia,bulloch
-82.00541410865102,33.06229073724767,georgia,burke
-83.9618928714649,33.28383160565103,georgia,butts
-84.64198963788256,31.51612463133618,georgia,calhoun
-81.69346238924598,30.94021106474825,georgia,camden
-82.08760935708031,32.40521159909825,georgia,candler
-85.08566726948513,33.575980725880875,georgia,carroll
-85.14471433123143,34.889423036432824,georgia,catoosa
-82.16119405696489,30.792154699981186,georgia,charlton
-81.13595926182015,32.00476745549947,georgia,chatham
-84.78355382068709,32.342662656626445,georgia,chattahoochee
-85.34986264039293,34.46255073166856,georgia,chattooga
-84.48371601784464,34.24000349651628,georgia,cherokee
-83.36902144193198,33.9491737852751,georgia,clarke
-84.99073017468808,31.615232199336603,georgia,clay
-84.3693037063628,33.53593966762618,georgia,clayton
-82.73413622333617,30.904785388586507,georgia,clinch
-84.59204241854785,33.936850373558144,georgia,cobb
-82.88746929219568,31.5371788244084,georgia,coffee
-83.79028795791217,31.171866874256796,georgia,colquitt
-82.2740592431836,33.54575416293129,georgia,columbia
-83.44671123194038,31.14888026233705,georgia,cook
-84.77744262796031,33.343680395931344,georgia,coweta
-83.9939809921106,32.72393709867055,georgia,crawford
-83.80834757774603,31.916619520470736,georgia,crisp
-85.50351609591537,34.84071621147409,georgia,dade
-84.17780946568604,34.43284775114432,georgia,dawson
-84.23434944195388,33.765967721060186,georgia,de kalb
-84.58441386289178,30.87421906700708,georgia,decatur
-83.19740885761718,32.16915268622814,georgia,dodge
-83.82943326639614,32.14807109187419,georgia,dooly
-84.23578956625468,31.51839738547582,georgia,dougherty
-84.77109553753321,33.687741527831605,georgia,douglas
-84.9189373610462,31.314328992941167,georgia,early
-82.90209514507468,30.701855224915384,georgia,echols
-81.34024961353302,32.3718093122437,georgia,effingham
-82.83863532269801,34.11220560076863,georgia,elbert
-82.32017701162225,32.60247500774878,georgia,emanuel
-81.89152732497524,32.16230305941079,georgia,evans
-84.33604377928991,34.8562525152413,georgia,fannin
-84.51146420328264,33.40219232749593,georgia,fayette
-85.2254530158397,34.2474518752457,georgia,floyd
-84.1357273155688,34.226420345692766,georgia,forsyth
-83.22942358593716,34.37667294369559,georgia,franklin
-84.46752957522584,33.794837726027545,georgia,fulton
-84.46489793588074,34.67575065908905,georgia,gilmer
-82.62674663229197,33.22482810093472,georgia,glascock
-81.59216843713963,31.242375069165472,georgia,glynn
-84.89193293542094,34.491718716168585,georgia,gordon
-84.24304575337568,30.87015367346121,georgia,grady
-83.17051362359301,33.57358107476982,georgia,greene
-84.03339909312209,33.94915966558392,georgia,gwinnett
-83.5345868044703,34.62557485717766,georgia,habersham
-83.82934302495264,34.30856016386294,georgia,hall
-83.00901918802685,33.26633653925414,georgia,hancock
-85.2198749223204,33.79079351727228,georgia,haralson
-84.91566364163215,32.7309423566991,georgia,harris
-82.96578407785728,34.35076687467804,georgia,hart
-85.13668699145646,33.28875572566307,georgia,heard
-84.15986113668633,33.449083967782165,georgia,henry
-83.69290204441107,32.45936909761761,georgia,houston
-83.30894977947592,31.60053169334135,georgia,irwin
-83.56380129419578,34.12887923284933,georgia,jackson
-83.69463530061552,33.314103551630424,georgia,jasper
-82.65313604654922,31.795411980162292,georgia,jeff davis
-82.4271136857894,33.060355117999684,georgia,jefferson
-81.9726374871088,32.7966170063695,georgia,jenkins
-82.68333703603547,32.70948589542782,georgia,johnson
-83.5671505624403,33.03037168637758,georgia,jones
-84.16227181840569,33.06789843217852,georgia,lamar
-83.06178126898592,31.018548461736714,georgia,lanier
-82.94352420284687,32.46312462197807,georgia,laurens
-84.17383082981895,31.772559124427655,georgia,lee
-81.49586999267858,31.829734381976717,georgia,liberty
-82.45655313558821,33.78869031805951,georgia,lincoln
-81.76016945238503,31.764420530582594,georgia,long
-83.27877529164836,30.828111186782852,georgia,lowndes
-84.01130877992316,34.56516364583556,georgia,lumpkin
-84.05753845626936,32.34581832363711,georgia,macon
-83.20885941939844,34.12922852173054,georgia,madison
-84.53390696521433,32.3456307170042,georgia,marion
-82.49300375609916,33.483357354367946,georgia,mcduffie
-81.4250649796975,31.516126216495195,georgia,mcintosh
-84.69977586320339,33.03533270876545,georgia,meriwether
-84.74243276496105,31.153880766456297,georgia,miller
-84.21320280851144,31.212188767899743,georgia,mitchell
-83.93384559835147,33.01550333095768,georgia,monroe
-82.54079025099553,32.17190837696494,georgia,montgomery
-83.49739284152982,33.58722160079296,georgia,morgan
-84.7631896075343,34.78018098663196,georgia,murray
-84.8771519554467,32.503697567440156,georgia,muscogee
-83.85645651080509,33.55565688992895,georgia,newton
-83.44436368481111,33.830161755901344,georgia,oconee
-83.0917286929108,33.87728705016109,georgia,oglethorpe
-84.87767567853935,33.910933841244436,georgia,paulding
-83.83366018143204,32.57429118769782,georgia,peach
-84.47880513039472,34.45689309027201,georgia,pickens
-82.23795196255209,31.353853449918038,georgia,pierce
-84.40519405642726,33.07988914078889,georgia,pike
-85.19545575570929,33.996765260919396,georgia,polk
-83.5173620667668,32.227997128823475,georgia,pulaski
-83.37754429520666,33.32153937098032,georgia,putnam
-85.02807541744575,31.85470555038223,georgia,quitman
-83.41437966566713,34.87885369748827,georgia,rabun
-84.76042379269543,31.752710776364378,georgia,randolph
-82.08329035277096,33.36000633925656,georgia,richmond
-84.03489693853133,33.64973021621636,georgia,rockdale
-84.33914098927225,32.25462234393858,georgia,schley
-81.61714872594597,32.75691242948563,georgia,screven
-84.88019394668028,30.9336562080653,georgia,seminole
-84.29645645054866,33.25386686031302,georgia,spalding
-83.29412300549863,34.55440170891242,georgia,stephens
-84.85070322876128,32.07059580404039,georgia,stewart
-84.22608130204944,32.03932340029063,georgia,sumter
-84.54123698502306,32.69752979605918,georgia,talbot
-82.88668077900212,33.56288637079542,georgia,taliaferro
-82.07056408074045,32.04550772017339,georgia,tattnall
-84.24869328556487,32.55117613220156,georgia,taylor
-82.96384371302165,31.9214148487103,georgia,telfair
-84.45169458522683,31.769905648717245,georgia,terrell
-83.93641397901243,30.858793815439636,georgia,thomas
-83.54997143316382,31.45155778071884,georgia,tift
-82.34768014439933,32.10450701780641,georgia,toombs
-83.74988104287648,34.90761011463465,georgia,towns
-82.57163114265414,32.39760417479707,georgia,treutlen
-85.03450282507347,33.02413128521282,georgia,troup
-83.65650182565061,31.715883175668687,georgia,turner
-83.45203197207903,32.673277442853426,georgia,twiggs
-84.00302209912387,34.82879001528486,georgia,union
-84.30831781598472,32.87759298981519,georgia,upson
-85.29841149087987,34.72315852630377,georgia,walker
-83.73888319238212,33.7748197953422,georgia,walton
-82.45738934134909,31.03026156422609,georgia,ware
-82.68845957367448,33.40740374675112,georgia,warren
-82.81165363970098,32.97327728959558,georgia,washington
-81.93083996213372,31.55234823039453,georgia,wayne
-84.57432213223652,32.03907624512549,georgia,webster
-82.74551707820329,32.111537464231134,georgia,wheeler
-83.7517318127185,34.64157606854972,georgia,white
-84.97160476095954,34.79698965480281,georgia,whitfield
-83.47090379631466,31.96945999465862,georgia,wilcox
-82.75555773187024,33.7837747199547,georgia,wilkes
-83.19499133000531,32.8010533614078,georgia,wilkinson
-83.87770692837104,31.546339943131283,georgia,worth
-116.23512898996864,43.44663905929893,idaho,ada
-116.44445605172834,44.89289692530462,idaho,adams
-112.20772438146483,42.663169218151786,idaho,bannock
-111.33814717710204,42.28692746331146,idaho,bear lake
-116.64060205375951,47.204971681384905,idaho,benewah
-112.40656863758058,43.21453450070316,idaho,bingham
-113.98249387454601,43.408616938898,idaho,blaine
-115.71859528879624,43.983888143604446,idaho,boise
-116.59788751717166,48.29081360081887,idaho,bonner
-111.63454569184007,43.38714666403807,idaho,bonneville
-116.45021571022346,48.75758312715202,idaho,boundary
-113.16873971542162,43.721823054582735,idaho,butte
-114.8068806092253,43.45612285921023,idaho,camas
-116.70667467949063,43.61993556007579,idaho,canyon
-111.56241799132688,42.77864712898432,idaho,caribou
-113.61808524091815,42.28886502538444,idaho,cassia
-112.34910858697823,44.28617158461165,idaho,clark
-115.62379551751062,46.66200455888493,idaho,clearwater
-114.27579862462964,44.240978475911874,idaho,custer
-115.46639642440577,43.35513958458203,idaho,elmore
-111.81972632964928,42.18004652701814,idaho,franklin
-111.48736366558134,44.23140919259447,idaho,fremont
-116.38152198642122,44.065002586429856,idaho,gem
-114.8164736959587,42.97209768733955,idaho,gooding
-115.460332249638,45.83172114418139,idaho,idaho
-112.31313661416102,43.82071379049228,idaho,jefferson
-114.27765284146317,42.69217724386399,idaho,jerome
-116.68507385539266,47.659070091400245,idaho,kootenai
-116.69539354878385,46.80567579643048,idaho,latah
-113.92766085858214,44.945310950574815,idaho,lemhi
-116.41371900981484,46.229708469861464,idaho,lewis
-114.14297598751025,43.00032963834463,idaho,lincoln
-111.65948519157594,43.77898491382366,idaho,madison
-113.64091644672044,42.85739823044721,idaho,minidoka
-116.7331990722432,46.319062504208986,idaho,nez perce
-112.55019664287944,42.197132491351475,idaho,oneida
-116.17704979748704,42.588710626270796,idaho,owyhee
-116.75184549523024,44.0031958885425,idaho,payette
-112.84191231247598,42.69367451302331,idaho,power
-115.87625694963108,47.33895902732866,idaho,shoshone
-111.21980736995864,43.75412832630714,idaho,teton
-114.68853235364861,42.366010098226255,idaho,twin falls
-115.56129789856249,44.76032137592458,idaho,valley
-116.77468967472495,44.45122816845562,idaho,washington
-91.1867527247793,39.988368451734296,illinois,adams
